subject_id,delta_power_mean,delta_power_median,delta_power_std,theta_power_mean,theta_power_median,theta_power_std,alpha_power_mean,alpha_power_median,alpha_power_std,beta_power_mean,beta_power_median,beta_power_std,gamma_power_mean,gamma_power_median,gamma_power_std,alpha_coherence_mean
02010002rest 20150416 1017.,34.19485621210984,20.51809064719149,41.34232924092828,7.940327731908162,6.42833955701917,5.70631464925922,6.503979292897105,5.984488345730244,3.7247198006573967,37.383724375321265,37.42435920551476,23.395672408494235,4.606467920156517,4.342508795268605,2.6050389742136657,0.4205688316203516
02010004rest 20150427 1335.,130.92545497693126,15.209899741929158,418.9040422899977,38.76755413747097,4.029802249328493,134.12400865177102,11.647882746246772,2.0913376321349286,39.45187619601551,6.929512315403703,5.001339212888894,8.816016321633983,2.5287483259621775,2.2520945852752545,1.353975258974093,0.5354883052214838
02010005rest 20150507 0907.,171.1195440919579,102.96192351317805,386.15745238496993,13.351251255147982,9.92464302128885,21.257335285322362,6.395177016217716,5.6489903508873915,4.974821571826723,20.579003575434037,20.0346140126787,13.303103810016744,12.076821371592876,9.697861574351839,9.136408456940698,0.27572815075483526
02010006rest 20150528 0928.,44.52988523794684,16.465636609311805,72.38556602529769,9.55397565707908,7.686571573579117,8.078897008820064,4.9400072065739575,4.020591941437934,3.1274693122494894,40.965991635043366,24.427638852282087,40.47993156506989,7.132107213427991,6.443714803496337,3.7995781421768386,0.3690886360633798
02010008_rest 20150619 1653,275.5777823409601,147.11542677845955,315.05370014694677,7.558585048793144,4.849941214608325,11.288343355037513,3.5681433905879567,2.8379175296467634,2.885092839900466,25.33608046429964,15.788099219402268,26.15161277667448,2.705859966459207,2.1933622370130887,2.1359787668225727,0.4435392426361691
02010010rest 20150624 1447.,92.3042454635648,17.868089812343012,228.48072472601174,8.591853304217523,6.445577097662753,8.112188667110962,5.102607983156744,4.581445288530686,3.22606655569602,42.28213295763532,30.360765539406163,33.292486147443014,4.215740582535359,3.459293875380502,3.009506200834526,0.338862420448608
02010011rest 20150625 1516.,93.83463772506863,34.66713807883581,185.92235736987072,17.89841819355125,7.331062789096517,50.012700968668966,7.868198156553266,6.2612171046248495,10.628664950398763,143.08204491464505,78.34893413851051,149.07558055688892,14.577676800472812,13.048050481150007,10.114044383981401,0.43390243756510316
02010012rest 20150626 1026.,647.6437699676832,392.0305399128034,745.5649668643023,20.66432705578999,12.972253870795122,33.901471207823974,9.00244522439981,7.4648448627871336,8.258821948445535,41.02270160237481,27.116775456687705,41.403771245591706,9.221335628954645,8.318755307531074,5.820008611355986,0.35884648457075574
02010013rest 20150703 1333.,66.44803011253843,23.76627091519487,158.16795587456483,11.451912037635811,8.860794301362356,9.041747433567144,7.238017782912526,6.097930516834058,4.726259491251382,42.208393700496515,34.779976789480095,29.425748139474766,3.4102447894207017,2.8759731700366156,2.173016366452492,0.5281121640967105
02010015rest 20150709 1456.,1010.9234709062944,446.39444161680944,1636.2634462960748,12.518540966921083,10.104586555902827,9.100193856343305,5.492242154641613,4.878126881038528,3.349828280465655,31.73987808941686,19.14014743236608,30.407314373515483,3.5690572409817367,3.5802441481207374,1.7364669810973417,0.3103960477562537
02010016rest 20150710 1220.,42.130429626336515,13.21195353012887,84.71504866330348,15.565035894616775,4.904595343348077,34.06970816158194,5.869767023052869,4.237769458087284,5.947223595793644,29.075267666536362,20.558004482963135,24.914213205808707,2.9179289232183283,2.399826900356906,1.9344789255405457,0.37542491251188964
02010018rest 20150716 1237.,34.410871864777036,17.676389384372364,52.857162359190625,7.001444533455563,5.211258210328522,6.757170838245037,4.753904890045112,4.200904826352655,2.814653494173397,11.500603815154358,11.81046073528066,6.195028362711038,3.0378311460015492,2.9263790719402074,1.8116336371634278,0.4139908201125752
02010019rest 20150716 1440.,47.61396830076208,33.23296260722586,63.55890460166639,21.346954086246505,19.516096584213667,12.534626895742965,16.472090742196325,15.205192383349896,10.099650820366515,28.978334762691333,22.08957911733419,21.54080639805497,5.005250383791264,4.402685860277094,2.85338365670646,0.5997635422883125
02010021 20150805 1730.mat,80.75042554719224,59.832178584274345,59.87284736668751,13.396035365916926,11.699143086084913,7.8318526667964115,6.400154460947147,6.101334194031082,3.284596668611812,17.82207550928851,17.04771389581977,8.2855307429024,5.009619118405031,5.027175350633211,2.297637353845168,0.4220905460754481
02010022restnew 20150724 14,2885.0653559702814,1742.0980181592154,3872.4469254894066,11.414135470864867,8.827341376824329,14.232780616778602,6.337816160226126,5.588658882480262,5.802064835868139,19.06916028763311,19.523714881811436,10.891608543862308,8.351911975253643,6.5329578498742045,7.226214435477583,0.269954547237733
02010023rest 20150729 1929.,156.59393022521752,79.65363697528915,193.25722017177713,11.73651569566032,10.043319808236921,7.522028446978444,8.475045967044771,7.684687380071161,4.864862047040324,49.55041777648886,43.32459766236788,33.14816802820091,6.117170358197336,5.728850155185414,3.393597100747091,0.4816417372761309
02010024rest 20150814 1504.,45.086039761775325,29.545494797005894,45.782705677333325,10.21192769890754,6.193570903131244,10.224897100322943,4.776977190741309,3.9094200544534474,4.022194957188778,25.27967187280323,20.168665698378454,19.325826707880815,5.915533446775206,4.797578956880951,5.243372601157415,0.5426687500773136
02010025 20160311 1206.mat,22.49635250506577,18.120006685665857,22.178497934604437,4.398046658207211,4.081810666948902,3.0742096692902954,3.8232838245660945,2.9985052273546646,3.0674049520157753,39.50334568497714,21.391840010151824,44.50140247138885,4.6288423114482695,3.7306705802443014,4.188293436795018,0.18054140278576097
02010026rest 20160311 1421.,203.46084611731567,88.12043063267024,411.6339108310698,20.902898585597697,15.457595780557185,24.052207602944844,12.20623396897977,10.758773644751386,7.9564160306024965,50.930595859164946,31.835242116983487,45.449297145434315,8.699339770555753,7.544375826916356,6.588860656680841,0.3695509143638242
